Store,Date, Weekly_Sales ,Holiday_Flag,Temperature, Fuel_Price ,CPI,Unemployment
1,10/12/2010," 1,682,614 ",0,46.33, 2.84 ,211.4659526,7.838
1,17-12-2010," 1,891,035 ",0,49.84, 2.87 ,211.4053124,7.838
1,24-12-2010," 2,387,950 ",0,52.33, 2.89 ,211.4051222,7.838
1,31-12-2010," 1,367,320 ",1,48.43, 2.94 ,211.4049321,7.838
1,7/1/2011," 1,444,732 ",0,48.27, 2.98 ,211.4047419,7.742
1,14-01-2011," 1,391,014 ",0,35.4, 2.98 ,211.4574109,7.742
1,21-01-2011," 1,327,405 ",0,44.04, 3.02 ,211.8272343,7.742
1,28-01-2011," 1,316,899 ",0,43.83, 3.01 ,212.1970577,7.742
1,4/2/2011," 1,606,630 ",0,42.27, 2.99 ,212.5668812,7.742
1,11/2/2011," 1,649,615 ",1,36.39, 3.02 ,212.9367046,7.742
1,18-02-2011," 1,686,843 ",0,57.36, 3.05 ,213.2478853,7.742
1,25-02-2011," 1,456,800 ",0,62.9, 3.07 ,213.535609,7.742
1,4/3/2011," 1,636,263 ",0,59.58, 3.29 ,213.8233327,7.742
1,11/3/2011," 1,553,192 ",0,53.56, 3.46 ,214.1110564,7.742
1,18-03-2011," 1,576,818 ",0,62.76, 3.49 ,214.3627114,7.742
1,25-03-2011," 1,541,102 ",0,69.97, 3.47 ,214.5999389,7.742
1,1/4/2011," 1,495,065 ",0,59.17, 3.52 ,214.8371664,7.682
1,8/4/2011," 1,614,259 ",0,67.84, 3.62 ,215.0743939,7.682
1,15-04-2011," 1,559,889 ",0,71.27, 3.74 ,215.2918561,7.682
1,22-04-2011," 1,564,820 ",0,72.99, 3.81 ,215.4599053,7.682
1,29-04-2011," 1,455,091 ",0,72.03, 3.81 ,215.6279544,7.682
1,6/5/2011," 1,629,391 ",0,64.61, 3.91 ,215.7960035,7.682
1,13-05-2011," 1,604,776 ",0,75.64, 3.90 ,215.9640526,7.682
1,20-05-2011," 1,428,218 ",0,67.63, 3.91 ,215.7339202,7.682
1,27-05-2011," 1,466,047 ",0,77.72, 3.79 ,215.5037878,7.682
1,3/6/2011," 1,635,078 ",0,83, 3.70 ,215.2736553,7.682
1,10/6/2011," 1,588,948 ",0,83.13, 3.65 ,215.0435229,7.682
1,17-06-2011," 1,532,115 ",0,86.41, 3.64 ,214.9980596,7.682
1,24-06-2011," 1,438,830 ",0,83.58, 3.59 ,215.0910982,7.682
1,1/7/2011," 1,488,538 ",0,85.55, 3.52 ,215.1841368,7.962
1,8/7/2011," 1,534,850 ",0,85.83, 3.48 ,215.2771754,7.962
1,15-07-2011," 1,455,120 ",0,88.54, 3.58 ,215.3611087,7.962
1,22-07-2011," 1,396,927 ",0,85.77, 3.65 ,215.4222784,7.962
1,29-07-2011," 1,352,220 ",0,86.83, 3.68 ,215.4834482,7.962
1,5/8/2011," 1,624,384 ",0,91.65, 3.68 ,215.544618,7.962
1,12/8/2011," 1,525,147 ",0,90.76, 3.64 ,215.6057878,7.962
1,19-08-2011," 1,530,761 ",0,89.94, 3.55 ,215.6693107,7.962
1,26-08-2011," 1,464,693 ",0,87.96, 3.52 ,215.7332258,7.962
1,2/9/2011," 1,550,229 ",0,87.83, 3.53 ,215.7971409,7.962
1,9/9/2011," 1,540,471 ",1,76, 3.55 ,215.861056,7.962
1,16-09-2011," 1,514,260 ",0,79.94, 3.53 ,216.0410526,7.962
1,23-09-2011," 1,380,020 ",0,75.8, 3.47 ,216.3758246,7.962
1,30-09-2011," 1,394,562 ",0,79.69, 3.36 ,216.7105965,7.962
1,7/10/2011," 1,630,990 ",0,69.31, 3.29 ,217.0453684,7.866
1,14-10-2011," 1,493,526 ",0,71.74, 3.27 ,217.3552733,7.866
1,21-10-2011," 1,502,563 ",0,63.71, 3.35 ,217.5159762,7.866
1,28-10-2011," 1,445,249 ",0,66.57, 3.37 ,217.6766791,7.866
1,4/11/2011," 1,697,230 ",0,54.98, 3.33 ,217.837382,7.866
1,11/11/2011," 1,594,939 ",0,59.11, 3.30 ,217.9980849,7.866
1,18-11-2011," 1,539,484 ",0,62.25, 3.31 ,218.2205088,7.866
1,25-11-2011," 2,033,321 ",1,60.14, 3.24 ,218.4676211,7.866
1,2/12/2011," 1,584,084 ",0,48.91, 3.17 ,218.7147333,7.866
1,9/12/2011," 1,799,682 ",0,43.93, 3.16 ,218.9618456,7.866
1,16-12-2011," 1,881,177 ",0,51.63, 3.16 ,219.1794533,7.866
1,23-12-2011," 2,270,189 ",0,47.96, 3.11 ,219.3577216,7.866
1,30-12-2011," 1,497,463 ",1,44.55, 3.13 ,219.5359898,7.866
1,6/1/2012," 1,550,370 ",0,49.01, 3.16 ,219.7142581,7.348
1,13-01-2012," 1,459,601 ",0,48.53, 3.26 ,219.8925263,7.348
1,20-01-2012," 1,394,394 ",0,54.11, 3.27 ,219.9856893,7.348
1,27-01-2012," 1,319,326 ",0,54.26, 3.29 ,220.0788523,7.348
1,3/2/2012," 1,636,340 ",0,56.55, 3.36 ,220.1720153,7.348
1,10/2/2012," 1,802,477 ",1,48.02, 3.41 ,220.2651783,7.348
1,17-02-2012," 1,819,870 ",0,45.32, 3.51 ,220.4257586,7.348
1,24-02-2012," 1,539,388 ",0,57.25, 3.56 ,220.636902,7.348
1,2/3/2012," 1,688,421 ",0,60.96, 3.63 ,220.8480454,7.348
1,9/3/2012," 1,675,431 ",0,58.76, 3.67 ,221.0591887,7.348
1,16-03-2012," 1,677,473 ",0,64.74, 3.73 ,221.2118132,7.348
1,23-03-2012," 1,511,068 ",0,65.93, 3.79 ,221.2864126,7.348
1,30-03-2012," 1,649,605 ",0,67.61, 3.85 ,221.3610119,7.348
1,6/4/2012," 1,899,677 ",0,70.43, 3.89 ,221.4356112,7.143
1,13-04-2012," 1,621,032 ",0,69.07, 3.89 ,221.5102105,7.143
1,20-04-2012," 1,521,578 ",0,66.76, 3.88 ,221.5640737,7.143
1,27-04-2012," 1,468,928 ",0,67.23, 3.81 ,221.6179368,7.143
1,4/5/2012," 1,684,520 ",0,75.55, 3.75 ,221.6718,7.143
1,11/5/2012," 1,611,096 ",0,73.77, 3.69 ,221.7256632,7.143
1,18-05-2012," 1,595,902 ",0,70.33, 3.63 ,221.742674,7.143
1,25-05-2012," 1,555,445 ",0,77.22, 3.56 ,221.744944,7.143
1,1/6/2012," 1,624,478 ",0,77.95, 3.50 ,221.7472139,7.143
1,8/6/2012," 1,697,231 ",0,78.3, 3.45 ,221.7494839,7.143
1,15-06-2012," 1,630,607 ",0,79.35, 3.39 ,221.7626421,7.143
1,22-06-2012," 1,527,846 ",0,78.39, 3.35 ,221.8030211,7.143
1,29-06-2012," 1,540,421 ",0,84.88, 3.29 ,221.8434,7.143
1,6/7/2012," 1,769,854 ",0,81.57, 3.23 ,221.8837789,6.908
1,13-07-2012," 1,527,014 ",0,77.12, 3.26 ,221.9241579,6.908
1,20-07-2012," 1,497,955 ",0,80.42, 3.31 ,221.9327267,6.908
1,27-07-2012," 1,439,124 ",0,82.66, 3.41 ,221.9412954,6.908
1,3/8/2012," 1,631,136 ",0,86.11, 3.42 ,221.9498642,6.908
1,10/8/2012," 1,592,410 ",0,85.05, 3.49 ,221.9584329,6.908
1,17-08-2012," 1,597,868 ",0,84.85, 3.57 ,222.0384109,6.908
1,24-08-2012," 1,494,122 ",0,77.66, 3.62 ,222.1719457,6.908
1,31-08-2012," 1,582,083 ",0,80.49, 3.64 ,222.3054805,6.908
1,7/9/2012," 1,661,767 ",1,83.96, 3.73 ,222.4390153,6.908
1,14-09-2012," 1,517,429 ",0,74.97, 3.72 ,222.5820193,6.908
1,21-09-2012," 1,506,126 ",0,69.87, 3.72 ,222.7818386,6.908
1,28-09-2012," 1,437,059 ",0,76.08, 3.67 ,222.9816579,6.908
1,5/10/2012," 1,670,786 ",0,68.55, 3.62 ,223.1814772,6.573
1,12/10/2012," 1,573,073 ",0,62.99, 3.60 ,223.3812965,6.573
1,19-10-2012," 1,508,069 ",0,67.97, 3.59 ,223.4257233,6.573
1,26-10-2012," 1,493,660 ",0,69.16, 3.51 ,223.4442513,6.573
2,5/2/2010," 2,136,989 ",0,40.19, 2.57 ,210.7526053,8.324
2,12/2/2010," 2,137,810 ",1,38.49, 2.55 ,210.8979935,8.324
2,19-02-2010," 2,124,452 ",0,39.69, 2.51 ,210.9451605,8.324
2,26-02-2010," 1,865,097 ",0,46.1, 2.56 ,210.9759573,8.324
2,5/3/2010," 1,991,013 ",0,47.17, 2.63 ,211.0067542,8.324
2,12/3/2010," 1,990,484 ",0,57.56, 2.67 ,211.037551,8.324
2,19-03-2010," 1,946,071 ",0,54.52, 2.72 ,210.8733316,8.324
2,26-03-2010," 1,750,198 ",0,51.26, 2.73 ,210.6766095,8.324
2,2/4/2010," 2,066,188 ",0,63.27, 2.72 ,210.4798874,8.2
2,9/4/2010," 1,954,689 ",0,65.41, 2.77 ,210.2831653,8.2
2,16-04-2010," 1,874,958 ",0,68.07, 2.81 ,210.1495463,8.2
2,23-04-2010," 1,821,991 ",0,65.11, 2.80 ,210.1000648,8.2
2,30-04-2010," 1,802,450 ",0,66.98, 2.78 ,210.0505833,8.2
2,7/5/2010," 2,042,582 ",0,71.28, 2.84 ,210.0011018,8.2
2,14-05-2010," 1,880,752 ",0,73.31, 2.85 ,209.9984585,8.2
2,21-05-2010," 1,896,937 ",0,74.83, 2.83 ,210.2768443,8.2
2,28-05-2010," 1,957,114 ",0,81.13, 2.76 ,210.5552301,8.2
2,4/6/2010," 2,102,540 ",0,81.81, 2.71 ,210.833616,8.2
2,11/6/2010," 2,025,539 ",0,83.4, 2.67 ,211.1120018,8.2
2,18-06-2010," 2,001,637 ",0,85.81, 2.64 ,211.1096543,8.2
2,25-06-2010," 1,939,927 ",0,86.26, 2.65 ,210.9950134,8.2
2,2/7/2010," 2,003,941 ",0,82.74, 2.67 ,210.8803726,8.099
2,9/7/2010," 1,880,903 ",0,82.59, 2.64 ,210.7657317,8.099
2,16-07-2010," 1,845,880 ",0,85.32, 2.62 ,210.7577954,8.099
2,23-07-2010," 1,781,718 ",0,87.66, 2.61 ,210.8921319,8.099
2,30-07-2010," 1,804,246 ",0,83.49, 2.64 ,211.0264684,8.099
2,6/8/2010," 1,991,910 ",0,89.53, 2.63 ,211.1608049,8.099
2,13-08-2010," 1,895,601 ",0,89.05, 2.69 ,211.2951413,8.099
2,20-08-2010," 1,964,335 ",0,88.7, 2.66 ,211.2596586,8.099
2,27-08-2010," 1,863,840 ",0,87.12, 2.62 ,211.2241759,8.099
2,3/9/2010," 1,904,608 ",0,81.83, 2.58 ,211.1886931,8.099
2,10/9/2010," 1,839,129 ",1,79.09, 2.57 ,211.1532104,8.099
2,17-09-2010," 1,793,904 ",0,82.05, 2.58 ,211.1806415,8.099
2,24-09-2010," 1,724,557 ",0,81.79, 2.62 ,211.2552578,8.099
2,1/10/2010," 1,827,440 ",0,69.24, 2.60 ,211.3298742,8.163
2,8/10/2010," 1,849,921 ",0,63.19, 2.63 ,211.4044906,8.163
2,15-10-2010," 1,794,355 ",0,65.8, 2.72 ,211.4713286,8.163
2,22-10-2010," 1,737,948 ",0,68.5, 2.73 ,211.5187208,8.163
2,29-10-2010," 1,802,755 ",0,66.24, 2.72 ,211.5661131,8.163
2,5/11/2010," 1,939,061 ",0,57.85, 2.69 ,211.6135053,8.163
2,12/11/2010," 1,916,813 ",0,59.69, 2.73 ,211.6608975,8.163
2,19-11-2010," 1,956,739 ",0,50.81, 2.77 ,211.5470304,8.163
2,26-11-2010," 2,658,725 ",1,62.98, 2.74 ,211.4062867,8.163
2,3/12/2010," 2,015,781 ",0,49.33, 2.71 ,211.265543,8.163
2,10/12/2010," 2,378,727 ",0,45.5, 2.84 ,211.1247993,8.163
2,17-12-2010," 2,609,167 ",0,47.55, 2.87 ,211.0645458,8.163
2,24-12-2010," 3,436,008 ",0,49.97, 2.89 ,211.0646599,8.163
2,31-12-2010," 1,750,435 ",1,47.3, 2.94 ,211.064774,8.163
2,7/1/2011," 1,758,051 ",0,44.69, 2.98 ,211.0648881,8.028
2,14-01-2011," 1,744,194 ",0,33.02, 2.98 ,211.1176713,8.028
2,21-01-2011," 1,751,385 ",0,41.4, 3.02 ,211.4864691,8.028
2,28-01-2011," 1,695,372 ",0,42.83, 3.01 ,211.8552668,8.028
2,4/2/2011," 1,929,346 ",0,38.25, 2.99 ,212.2240646,8.028
2,11/2/2011," 2,168,042 ",1,33.19, 3.02 ,212.5928624,8.028
2,18-02-2011," 2,080,885 ",0,57.83, 3.05 ,212.9033115,8.028
2,25-02-2011," 1,833,511 ",0,60.8, 3.07 ,213.190421,8.028
2,4/3/2011," 1,981,608 ",0,57.77, 3.29 ,213.4775305,8.028
2,11/3/2011," 1,879,107 ",0,52.7, 3.46 ,213.7646401,8.028
2,18-03-2011," 1,902,558 ",0,62.32, 3.49 ,214.0156238,8.028
2,25-03-2011," 1,766,162 ",0,69.42, 3.47 ,214.2521573,8.028
2,1/4/2011," 1,800,171 ",0,55.43, 3.52 ,214.4886908,7.931
2,8/4/2011," 1,847,553 ",0,67, 3.62 ,214.7252242,7.931
2,15-04-2011," 1,856,468 ",0,69.48, 3.74 ,214.9420631,7.931
2,22-04-2011," 1,886,340 ",0,69.39, 3.81 ,215.1096657,7.931
2,29-04-2011," 1,745,545 ",0,69.21, 3.81 ,215.2772683,7.931
2,6/5/2011," 1,837,744 ",0,61.48, 3.91 ,215.4448709,7.931
2,13-05-2011," 1,838,513 ",0,74.61, 3.90 ,215.6124735,7.931
2,20-05-2011," 1,688,282 ",0,67.14, 3.91 ,215.3834778,7.931
2,27-05-2011," 1,797,733 ",0,76.42, 3.79 ,215.1544822,7.931
2,3/6/2011," 1,933,756 ",0,83.07, 3.70 ,214.9254865,7.931
2,10/6/2011," 1,929,153 ",0,83.4, 3.65 ,214.6964908,7.931
2,17-06-2011," 1,953,772 ",0,86.53, 3.64 ,214.6513538,7.931
2,24-06-2011," 1,790,926 ",0,85.17, 3.59 ,214.7441108,7.931
2,1/7/2011," 1,866,243 ",0,85.69, 3.52 ,214.8368678,7.852
2,8/7/2011," 1,853,162 ",0,87.7, 3.48 ,214.9296249,7.852
2,15-07-2011," 1,785,187 ",0,89.83, 3.58 ,215.0134426,7.852
2,22-07-2011," 1,743,816 ",0,89.34, 3.65 ,215.0749122,7.852
2,29-07-2011," 1,680,693 ",0,90.07, 3.68 ,215.1363819,7.852
2,5/8/2011," 1,876,704 ",0,93.34, 3.68 ,215.1978515,7.852
2,12/8/2011," 1,812,768 ",0,91.58, 3.64 ,215.2593211,7.852
2,19-08-2011," 1,844,095 ",0,89.86, 3.55 ,215.3229307,7.852
2,26-08-2011," 1,821,140 ",0,90.45, 3.52 ,215.386897,7.852
2,2/9/2011," 1,809,120 ",0,89.64, 3.53 ,215.4508632,7.852
2,9/9/2011," 1,748,001 ",1,77.97, 3.55 ,215.5148295,7.852
2,16-09-2011," 1,691,440 ",0,78.85, 3.53 ,215.6944378,7.852
2,23-09-2011," 1,669,300 ",0,75.58, 3.47 ,216.0282356,7.852
2,30-09-2011," 1,650,394 ",0,78.14, 3.36 ,216.3620333,7.852
2,7/10/2011," 1,837,553 ",0,69.92, 3.29 ,216.6958311,7.441
2,14-10-2011," 1,743,882 ",0,71.67, 3.27 ,217.0048261,7.441
2,21-10-2011," 1,834,680 ",0,64.53, 3.35 ,217.1650042,7.441
2,28-10-2011," 1,769,296 ",0,65.87, 3.37 ,217.3251824,7.441
2,4/11/2011," 1,959,708 ",0,55.53, 3.33 ,217.4853605,7.441
2,11/11/2011," 1,920,725 ",0,59.33, 3.30 ,217.6455387,7.441
2,18-11-2011," 1,902,763 ",0,62.01, 3.31 ,217.8670218,7.441
2,25-11-2011," 2,614,202 ",1,56.36, 3.24 ,218.1130269,7.441
2,2/12/2011," 1,954,952 ",0,48.74, 3.17 ,218.3590319,7.441
2,9/12/2011," 2,290,549 ",0,41.76, 3.16 ,218.605037,7.441
2,16-12-2011," 2,432,737 ",0,50.13, 3.16 ,218.8217928,7.441
2,23-12-2011," 3,224,370 ",0,46.66, 3.11 ,218.9995495,7.441
2,30-12-2011," 1,874,227 ",1,44.57, 3.13 ,219.1773063,7.441
2,6/1/2012," 1,799,520 ",0,46.75, 3.16 ,219.355063,7.057
2,13-01-2012," 1,744,725 ",0,45.99, 3.26 ,219.5328198,7.057
2,20-01-2012," 1,711,769 ",0,51.7, 3.27 ,219.6258417,7.057
2,27-01-2012," 1,660,906 ",0,50.5, 3.29 ,219.7188636,7.057
2,3/2/2012," 1,935,300 ",0,55.21, 3.36 ,219.8118854,7.057
2,10/2/2012," 2,103,323 ",1,46.98, 3.41 ,219.9049073,7.057
2,17-02-2012," 2,196,688 ",0,43.82, 3.51 ,220.0651993,7.057
2,24-02-2012," 1,861,803 ",0,54.63, 3.56 ,220.275944,7.057
2,2/3/2012," 1,952,556 ",0,58.79, 3.63 ,220.4866886,7.057
2,9/3/2012," 1,937,628 ",0,57.11, 3.67 ,220.6974332,7.057
2,16-03-2012," 1,976,082 ",0,63.68, 3.73 ,220.8498468,7.057
2,23-03-2012," 1,790,439 ",0,64.01, 3.79 ,220.9244858,7.057
2,30-03-2012," 1,857,481 ",0,66.83, 3.85 ,220.9991248,7.057
2,6/4/2012," 2,129,036 ",0,68.43, 3.89 ,221.0737638,6.891
2,13-04-2012," 1,935,869 ",0,68.08, 3.89 ,221.1484028,6.891
2,20-04-2012," 1,847,344 ",0,65.69, 3.88 ,221.2021074,6.891
2,27-04-2012," 1,764,133 ",0,67.2, 3.81 ,221.255812,6.891
2,4/5/2012," 1,923,957 ",0,76.73, 3.75 ,221.3095166,6.891
2,11/5/2012," 1,917,521 ",0,73.87, 3.69 ,221.3632212,6.891
2,18-05-2012," 2,000,941 ",0,71.27, 3.63 ,221.380331,6.891
2,25-05-2012," 1,912,791 ",0,78.19, 3.56 ,221.3828029,6.891
2,1/6/2012," 1,910,092 ",0,78.38, 3.50 ,221.3852748,6.891
2,8/6/2012," 2,010,216 ",0,78.69, 3.45 ,221.3877467,6.891
2,15-06-2012," 1,962,924 ",0,80.56, 3.39 ,221.4009901,6.891
2,22-06-2012," 1,887,733 ",0,81.04, 3.35 ,221.4411622,6.891
2,29-06-2012," 1,881,046 ",0,86.32, 3.29 ,221.4813343,6.891
2,6/7/2012," 2,041,507 ",0,84.2, 3.23 ,221.5215064,6.565
2,13-07-2012," 1,830,075 ",0,80.17, 3.26 ,221.5616784,6.565
2,20-07-2012," 1,819,666 ",0,83.23, 3.31 ,221.5701123,6.565
2,27-07-2012," 1,757,924 ",0,86.37, 3.41 ,221.5785461,6.565
2,3/8/2012," 1,946,105 ",0,90.22, 3.42 ,221.5869799,6.565
2,10/8/2012," 1,866,720 ",0,88.55, 3.49 ,221.5954138,6.565
2,17-08-2012," 1,928,016 ",0,84.79, 3.57 ,221.6751459,6.565
2,24-08-2012," 1,876,788 ",0,76.91, 3.62 ,221.8083518,6.565
2,31-08-2012," 1,947,083 ",0,82.64, 3.64 ,221.9415576,6.565
2,7/9/2012," 1,898,777 ",1,87.65, 3.73 ,222.0747635,6.565
2,14-09-2012," 1,814,807 ",0,75.88, 3.72 ,222.2174395,6.565
2,21-09-2012," 1,829,416 ",0,71.09, 3.72 ,222.4169362,6.565
2,28-09-2012," 1,746,471 ",0,79.45, 3.67 ,222.6164329,6.565
2,5/10/2012," 1,998,321 ",0,70.27, 3.62 ,222.8159296,6.17
2,12/10/2012," 1,900,745 ",0,60.97, 3.60 ,223.0154263,6.17
2,19-10-2012," 1,847,990 ",0,68.08, 3.59 ,223.0598077,6.17
2,26-10-2012," 1,834,458 ",0,69.79, 3.51 ,223.0783366,6.17
3,5/2/2010," 461,622 ",0,45.71, 2.57 ,214.4248812,7.368
3,12/2/2010," 420,729 ",1,47.93, 2.55 ,214.5747916,7.368
3,19-02-2010," 421,642 ",0,47.07, 2.51 ,214.6198868,7.368
3,26-02-2010," 407,205 ",0,52.05, 2.56 ,214.6475127,7.368
3,5/3/2010," 415,202 ",0,53.04, 2.63 ,214.6751386,7.368
3,12/3/2010," 384,201 ",0,63.08, 2.67 ,214.7027646,7.368
3,19-03-2010," 375,329 ",0,60.42, 2.72 ,214.5301219,7.368
3,26-03-2010," 359,949 ",0,57.06, 2.73 ,214.3241011,7.368
3,2/4/2010," 423,294 ",0,65.56, 2.72 ,214.1180803,7.343
3,9/4/2010," 415,870 ",0,68, 2.77 ,213.9120595,7.343
3,16-04-2010," 354,993 ",0,66.98, 2.81 ,213.7726889,7.343
3,23-04-2010," 339,977 ",0,67.87, 2.80 ,213.7221852,7.343
3,30-04-2010," 361,248 ",0,70.24, 2.78 ,213.6716815,7.343
3,7/5/2010," 399,324 ",0,73.47, 2.84 ,213.6211778,7.343
3,14-05-2010," 384,358 ",0,77.18, 2.85 ,213.6196139,7.343
3,21-05-2010," 343,763 ",0,75.81, 2.83 ,213.9116886,7.343
3,28-05-2010," 350,089 ",0,78.6, 2.76 ,214.2037634,7.343
3,4/6/2010," 396,969 ",0,78.53, 2.71 ,214.4958382,7.343
3,11/6/2010," 355,017 ",0,82.1, 2.67 ,214.787913,7.343
3,18-06-2010," 364,077 ",0,83.52, 2.64 ,214.7858259,7.343
3,25-06-2010," 357,346 ",0,83.79, 2.65 ,214.6660741,7.343
3,2/7/2010," 381,152 ",0,82.2, 2.67 ,214.5463222,7.346
3,9/7/2010," 349,214 ",0,81.75, 2.64 ,214.4265704,7.346
3,16-07-2010," 352,729 ",0,84.32, 2.62 ,214.4176476,7.346
3,23-07-2010," 352,864 ",0,83.32, 2.61 ,214.5564968,7.346
3,30-07-2010," 347,955 ",0,82.04, 2.64 ,214.695346,7.346
3,6/8/2010," 402,636 ",0,85.13, 2.63 ,214.8341952,7.346
3,13-08-2010," 339,597 ",0,86.74, 2.69 ,214.9730444,7.346
3,20-08-2010," 351,728 ",0,88.02, 2.66 ,214.9314191,7.346
3,27-08-2010," 362,134 ",0,86.15, 2.62 ,214.8897938,7.346
3,3/9/2010," 366,474 ",0,84.16, 2.58 ,214.8481685,7.346
3,10/9/2010," 352,261 ",1,80.84, 2.57 ,214.8065431,7.346
3,17-09-2010," 363,065 ",0,82.36, 2.58 ,214.8322484,7.346
3,24-09-2010," 355,627 ",0,76.9, 2.62 ,214.9084516,7.346
3,1/10/2010," 358,784 ",0,73.6, 2.60 ,214.9846548,7.564
3,8/10/2010," 395,107 ",0,66.99, 2.63 ,215.060858,7.564
3,15-10-2010," 345,584 ",0,69.71, 2.72 ,215.1293114,7.564
3,22-10-2010," 348,896 ",0,71.64, 2.73 ,215.17839,7.564
3,29-10-2010," 348,592 ",0,72.04, 2.72 ,215.2274686,7.564
3,5/11/2010," 423,176 ",0,62.94, 2.69 ,215.2765472,7.564
3,12/11/2010," 386,635 ",0,62.79, 2.73 ,215.3256258,7.564
3,19-11-2010," 372,545 ",0,57.72, 2.77 ,215.2074519,7.564
3,26-11-2010," 565,568 ",1,68.71, 2.74 ,215.0614025,7.564
3,3/12/2010," 476,421 ",0,53.76, 2.71 ,214.9153531,7.564
3,10/12/2010," 467,642 ",0,51.13, 2.84 ,214.7693037,7.564
3,17-12-2010," 498,159 ",0,52.2, 2.87 ,214.704919,7.564
3,24-12-2010," 605,990 ",0,57.16, 2.89 ,214.7017828,7.564
3,31-12-2010," 382,678 ",1,53.2, 2.94 ,214.6986466,7.564
3,7/1/2011," 378,241 ",0,53.35, 2.98 ,214.6955104,7.551
3,14-01-2011," 381,061 ",0,44.76, 2.98 ,214.7470729,7.551
3,21-01-2011," 350,877 ",0,50.74, 3.02 ,215.1268275,7.551
3,28-01-2011," 364,866 ",0,48.71, 3.01 ,215.5065821,7.551
3,4/2/2011," 438,517 ",0,45.95, 2.99 ,215.8863367,7.551
3,11/2/2011," 430,526 ",1,43.57, 3.02 ,216.2660913,7.551
3,18-02-2011," 432,782 ",0,61.58, 3.05 ,216.5843571,7.551
3,25-02-2011," 397,211 ",0,67.4, 3.07 ,216.8780275,7.551
